3320.66,3173.23,3271.8,34.5,22.51,15.32,906.54,659.36,379.33,3.42,4.38,8.71
3298.55,3169.48,3275.55,37.29,28.66,25.23,925.29,662.6,387.85,3.11,5.34,9.83
3281.72,3184.37,3289.01,23.72,4.35,6.01,943.89,669.85,380.44,2.53,2.75,9.12
3263.23,3178.87,3287.79,17.81,0.77,4.81,963.07,686.32,394.38,2.73,2.04,11.44
3236.45,3158.15,3267.73,17.95,0.93,9.57,977.14,701.92,412.5,2.62,0.46,10.2
3207.13,3136.42,3236.53,17.55,8.28,6.99,983.9,710.82,421.05,1.98,3.16,5.07
3184.19,3122.05,3203.41,13.31,32.97,24.05,984.6,713.01,419.63,1.36,7.51,0.09
3170.65,3114.85,3173.03,6.13,65.57,75.47,981.38,710.79,414.63,1.3,10.59,1.71
3161.61,3109.33,3144.97,0.89,94.63,130.49,975.56,706.07,411.51,1.86,11.31,0.65
3148.51,3099.49,3116.53,5.11,112.41,175.07,967.55,699.82,411.5,2.67,9.92,0.78
3109.3,3070.09,3070.67,5.36,117.83,209.97,951.24,688.06,411.86,3.54,6.26,0.74
3073.15,3042.42,3041.32,2.39,113.72,225.18,942.51,684.07,413.35,3.75,4.39,0.03
3041.55,3022.16,3020.18,5.39,124.22,246.46,934.77,680.67,412.78,4.03,2.81,1.6
3012.56,3000.37,3003.67,9.6,134.97,264.85,932.11,680.21,412.46,4.33,1.01,6.96
2980.67,2971.02,2991.21,8.51,135.56,261.17,930.79,677.15,410.74,4.41,0.35,13.94
2945.01,2940.93,2976.99,7.29,137.77,263.61,932.03,673.32,408.98,4.39,1.56,19.26
2902.4,2903.9,2956.69,4.22,131.18,256.55,933.93,671.01,410.84,4.11,3.09,26.18
2858.2,2861.95,2932.38,2.42,117.05,243.04,935.53,670.07,416.85,3.65,5.13,35.79
2819.36,2815.05,2905.92,0.4,93.47,217.72,937.31,672.7,426.36,3.29,6.04,46.88
2782.68,2769.29,2873.31,4.24,66.57,183.83,941.55,675.39,436.09,2.77,5.29,55.27
2749.64,2726.44,2834.87,12.02,34.84,145.45,949.61,677.11,441.6,1.89,4.65,58.06
2724.19,2689.36,2793.09,17.93,2.0,106.73,957.92,677.8,443.1,1.7,6.38,57.02
2698.59,2655.58,2750.1,21.81,29.8,65.04,964.74,677.42,437.21,1.52,8.32,50.03
2669.7,2624.33,2705.35,24.6,53.53,20.21,968.84,678.06,428.98,1.72,11.72,41.44
2640.44,2594.81,2657.13,25.94,70.11,27.77,972.14,682.18,419.35,2.62,15.88,31.13
2609.53,2564.48,2608.54,28.67,84.28,77.18,972.56,687.2,409.71,3.6,18.76,22.11
2576.92,2534.16,2558.36,32.56,97.12,125.38,971.79,692.23,404.7,4.19,20.35,17.68
2546.8,2506.47,2511.35,32.32,108.17,170.63,966.85,690.55,402.9,3.77,20.33,17.76
2518.45,2478.4,2470.23,27.41,116.78,208.39,962.04,683.1,403.06,2.84,18.3,17.7
2485.9,2447.93,2438.44,22.38,123.23,236.64,954.62,671.34,400.56,1.54,12.52,14.56
2448.04,2415.54,2413.2,20.3,130.46,256.46,947.58,662.24,397.35,0.88,7.66,8.31
2397.09,2382.77,2395.58,24.61,137.83,269.14,941.57,657.11,395.57,0.33,4.45,1.09
2345.05,2345.63,2380.93,28.29,138.41,267.71,938.78,656.5,395.92,0.2,3.38,5.94
2293.48,2299.76,2363.51,28.16,124.38,256.25,941.81,664.02,406.9,0.43,6.48,11.78
2247.85,2249.44,2337.2,23.85,93.84,233.98,953.76,671.79,419.43,0.5,7.61,22.37
2212.67,2195.82,2300.07,16.67,60.34,198.67,970.16,679.64,430.35,1.16,7.08,34.55
2183.29,2143.63,2254.83,6.73,28.33,152.31,982.26,685.87,439.86,2.48,4.25,44.12
2150.27,2092.49,2204.75,2.31,0.69,102.83,983.57,692.29,448.42,3.35,0.41,46.2
2113.13,2044.78,2153.03,9.57,27.94,53.91,976.43,701.29,456.07,3.61,3.33,38.83
2075.0,2001.55,2100.55,18.3,55.85,3.11,967.51,710.18,453.43,3.07,7.2,29.61
2035.74,1961.19,2046.75,26.56,83.07,46.33,962.17,715.78,440.87,2.27,12.84,20.65
1996.42,1926.81,1988.37,31.4,106.67,96.67,960.65,716.35,423.47,1.79,19.91,17.11
1956.48,1897.3,1929.93,33.26,120.58,147.17,959.19,711.11,412.6,2.05,22.13,11.7
1914.73,1868.19,1875.85,32.79,127.69,195.19,962.59,707.48,409.93,2.11,17.9,9.17
1870.22,1835.9,1832.4,30.98,135.26,237.74,961.07,701.17,411.72,2.67,12.67,7.8
1825.46,1802.21,1801.47,32.14,142.87,264.83,955.21,694.16,418.78,3.07,6.3,3.56
1775.84,1763.77,1777.52,33.48,145.49,273.52,950.12,691.35,424.91,3.1,2.49,3.59
1724.21,1719.56,1753.56,34.29,144.3,270.06,951.46,693.05,431.4,3.24,0.25,15.38
1668.28,1668.01,1725.44,33.28,133.03,250.26,957.0,697.84,440.86,3.28,3.54,29.9
1619.52,1613.21,1692.34,32.04,114.89,226.94,964.61,697.94,444.06,3.09,5.28,41.02
1577.82,1560.08,1652.85,28.14,88.46,199.17,969.63,695.9,446.76,3.13,6.24,50.14
1541.72,1509.1,1610.48,22.3,57.32,165.78,971.34,692.64,449.22,2.86,6.04,55.66
1506.8,1461.2,1568.7,13.5,24.32,125.12,973.98,690.3,449.69,2.44,6.0,57.89
1469.18,1417.29,1524.94,5.48,5.17,80.78,981.9,692.36,448.47,1.36,6.18,53.59
1429.37,1376.79,1477.94,1.75,32.71,33.54,996.08,700.69,444.57,1.1,9.57,46.61
1388.81,1337.81,1427.38,6.49,56.49,17.6,1006.22,707.71,435.48,1.58,13.71,34.6
1351.13,1303.15,1372.51,8.43,74.63,70.33,1005.93,712.94,427.12,2.73,16.48,22.36
1317.34,1272.7,1318.32,7.42,87.22,124.46,1001.13,715.29,425.12,3.59,18.73,16.64
1283.11,1244.09,1267.1,7.09,94.31,172.38,995.49,712.98,423.75,3.01,15.56,11.65
1247.8,1212.7,1224.39,6.92,95.3,202.39,987.25,708.41,428.54,1.87,7.97,9.88
1208.36,1178.31,1192.25,5.94,96.93,229.31,977.49,702.67,433.02,0.55,2.15,2.8
1158.15,1135.24,1171.88,5.41,93.3,224.9,968.4,696.5,434.13,0.32,0.48,0.91
1102.17,1084.75,1153.7,10.49,92.75,213.7,964.43,694.58,436.83,0.35,3.68,6.67
1053.62,1028.32,1131.86,13.42,87.52,209.6,968.5,693.91,442.63,0.94,8.43,21.83
1020.38,979.68,1105.93,8.06,55.3,189.81,973.79,692.18,448.74,1.45,6.5,43.8
1006.55,957.91,1089.82,4.23,38.57,167.82,974.78,691.12,451.54,1.76,4.92,47.82
983.37,919.1,1052.67,3.13,9.7,110.25,975.14,691.28,457.75,2.26,0.82,42.47
960.56,882.89,1011.98,5.72,2.19,49.96,976.28,696.94,464.01,2.6,1.7,20.97
933.0,845.94,971.03,2.22,3.24,6.01,980.86,707.95,468.2,2.82,0.99,5.42
899.93,810.17,930.24,2.29,8.05,15.9,986.37,719.23,467.43,3.01,1.05,20.71
865.13,782.53,886.7,0.63,12.99,30.84,985.37,723.15,459.62,3.21,0.03,15.28
833.87,767.86,837.5,13.39,65.56,63.88,973.51,716.48,445.46,3.35,6.44,3.72
808.1,758.55,785.72,23.02,110.91,121.54,960.83,707.65,430.02,3.23,12.61,12.3
784.81,736.57,742.78,8.93,90.67,170.36,968.22,711.93,422.49,2.9,8.29,6.61
767.24,721.4,712.48,1.62,93.02,187.46,967.63,710.38,431.57,3.21,8.9,0.65
